File,Variable,Description
CBC_D.htm,LBDBANO,LBDBANO - Basophils number (1000 cells/uL)
CBC_D.htm,LBXRBCSI,LBXRBCSI - Red blood cell count (million cells/uL)
CBC_D.htm,LBXHGB,LBXHGB - Hemoglobin (g/dL)
CBC_D.htm,LBXHCT,LBXHCT - Hematocrit (%)
CBC_D.htm,LBXMCVSI,LBXMCVSI - Mean cell volume (fL)
CBC_D.htm,LBXMCHSI,LBXMCHSI - Mean cell hemoglobin (pg)
CBC_D.htm,LBXMC,LBXMC - MCHC (g/dL)
CBC_D.htm,LBXRDW,LBXRDW - Red cell distribution width (%)
CBC_D.htm,LBXPLTSI,LBXPLTSI - Platelet count SI (1000 cells/uL)
CBC_D.htm,LBXMPSI,LBXMPSI - Mean platelet volume (fL)
CDQ_D.htm,SEQN,SEQN - Respondent sequence number
CDQ_D.htm,CDQ001,CDQ001 - SP ever had pain or discomfort in chest
CDQ_D.htm,CDQ002,CDQ002 - SP get it walking uphill or in a hurry
CDQ_D.htm,CDQ003,CDQ003 - During an ordinary pace on level ground
CDQ_D.htm,CDQ003A,CDQ003A - CHECK ITEM
CDQ_D.htm,CDQ004,CDQ004 - If so does SP continue or slow down
CDQ_D.htm,CDQ005,CDQ005 - Does standing relieve pain/discomfort
CDQ_D.htm,CDQ006,CDQ006 - How soon is the pain relieved
CDQ_D.htm,CDQ009A,CDQ009A - Pain in right arm
CDQ_D.htm,CDQ009B,CDQ009B - Pain in right chest
CDQ_D.htm,CDQ009C,CDQ009C - Pain in neck
CDQ_D.htm,CDQ009D,CDQ009D - Pain in upper sternum
CDQ_D.htm,CDQ009E,CDQ009E - Pain in lower sternum
CDQ_D.htm,CDQ009F,CDQ009F - Pain in left chest
CDQ_D.htm,CDQ009G,CDQ009G - Pain in left arm
CDQ_D.htm,CDQ009H,CDQ009H - Pain in epigastric area
CDQ_D.htm,CDQ008,CDQ008 - Severe pain in chest more than half hour
CDQ_D.htm,CDQ010,CDQ010 - Shortness of breath on stairs/inclines
CRP_D.htm,SEQN,SEQN - Respondent sequence number
CRP_D.htm,LBXCRP,LBXCRP - C-reactive protein(mg/dL)
DBQ_D.htm,SEQN,SEQN - Respondent sequence number
DBQ_D.htm,DBQ010,DBQ010 - Ever breastfed or fed breastmilk
DBQ_D.htm,DBD020,DBD020 - Age started eating other foods(days)
DBQ_D.htm,DBD030,DBD030 - Age stopped breastfeeding(days)
DBQ_D.htm,DBD040,DBD040 - Age first fed formula daily(days)
DBQ_D.htm,DBD050,DBD050 - Age stopped receiving formula(days)
DBQ_D.htm,DBD060,DBD060 - Age first fed milk daily basis(days)
DBQ_D.htm,DBD072A,DBD072A - Type of milk first fed-whole milk
DBQ_D.htm,DBD072B,DBD072B - Type of milk first fed-2% milk
DBQ_D.htm,DBD072C,DBD072C - Type of milk first fed-1% milk
DBQ_D.htm,DBD072D,DBD072D - Type of milk first fed-fat free milk
DBQ_D.htm,DBD072U,DBD072U - Type of milk first fed - other
DBQ_D.htm,DBD080,DBD080 - Age started eating solid foods(days)
DBQ_D.htm,DBD085,DBD085 - CHECK ITEM
DBQ_D.htm,DBQ700,DBQ700 - How healthy is the diet
DBQ_D.htm,DBQ197,DBQ197 - Past 30 day milk product consumption
DBQ_D.htm,DBD222A,DBD222A - You drink whole or regular milk
DBQ_D.htm,DBD222B,DBD222B - You drink 2% fat milk
DBQ_D.htm,DBD222C,DBD222C - You drink 1% fat milk
DBQ_D.htm,DBD222D,DBD222D - You drink fat-free or skim milk
DBQ_D.htm,DBD222U,DBD222U - You drink another type of milk
DBQ_D.htm,DBD225,DBD225 - CHECK ITEM
DBQ_D.htm,DBQ229,DBQ229 - Regular milk use 5 times per week
DBQ_D.htm,DBQ235A,DBQ235A - How often drank milk age 5-12
DBQ_D.htm,DBQ235B,DBQ235B - How often drank milk age 13-17
DBQ_D.htm,DBQ235C,DBQ235C - How often drank milk age 18-35
DBQ_D.htm,DBD265a,DBD265a - CHECK ITEM
DBQ_D.htm,DBQ301,DBQ301 - Community/Government meals delivered
DBQ_D.htm,DBQ330,DBQ330 - Eat meals at Community/Senior center
DBQ_D.htm,DBD355,DBD355 - CHECK ITEM
DBQ_D.htm,DBQ360,DBQ360 - Attend kindergarten thru high school
DBQ_D.htm,DBQ370,DBQ370 - School serves school lunches
DBQ_D.htm,DBD381,DBD381 - # of times/week get school lunch
DBQ_D.htm,DBQ390,"DBQ390 - School lunch free, reduced or full price"
DBQ_D.htm,DBQ400,DBQ400 - School serve complete breakfast each day
DBQ_D.htm,DBD411,DBD411 - # of times/week get school breakfast
DBQ_D.htm,DBQ421,DBQ421 - School breakfast free/reduced/full price
DBQ_D.htm,DBQ422,DBQ422 - CHECK ITEM
DBQ_D.htm,DBQ424,DBQ424 - Summer program meal free/reduced price
DBQ_D.htm,DBD709,DBD709 - CHECK ITEM
DBQ_D.htm,DBD091,DBD091 - # of times/wk eat meals not from a home
DBQ_D.htm,DBQ719,DBQ719 - CHECK ITEM
DBQ_D.htm,DBQ720,DBQ720 - Heard of dietary guidelines?
DBQ_D.htm,DBQ730,DBQ730 - Heard of food guide pyramid?
DBQ_D.htm,DBQ740,DBQ740 - Heard about 5-a-day program?
DBQ_D.htm,DBQ750,DBQ750 - Use nutrition facts panel on food label
DBQ_D.htm,DBQ760,DBQ760 - Use ingredients list on food label
DBQ_D.htm,DBQ770,DBQ770 - Use serving size info on food label
DBQ_D.htm,DBQ780,DBQ780 - Use health claims on food packages
DBQ_D.htm,DBQ789,DBQ789 - CHECK ITEM
DBQ_D.htm,DBQ790,DBQ790 - Check calories on food label
DBQ_D.htm,DBQ800,DBQ800 - Check calories from fat on food label
DBQ_D.htm,DBQ810,DBQ810 - Check total fat on food label
DBQ_D.htm,DBQ820,DBQ820 - Check trans fat on food label
DBQ_D.htm,DBQ830,DBQ830 - Check saturated fat on food label
DBQ_D.htm,DBQ840,DBQ840 - Check cholesterol on food label
DBQ_D.htm,DBQ850,DBQ850 - Check sodium on food label
DBQ_D.htm,DBQ860,DBQ860 - Check carbohydrates on food label
DBQ_D.htm,DBQ870,DBQ870 - Check fiber on food label
DBQ_D.htm,DBQ880,DBQ880 - Check sugars on food label
DBQ_D.htm,DBQ890,DBQ890 - Are people born to be fat/thin
DEMO_D.htm,SEQN,SEQN - Respondent sequence number
DEMO_D.htm,SDDSRVYR,SDDSRVYR - Data Release Number
DEMO_D.htm,RIDSTATR,RIDSTATR - Interview/Examination Status
DEMO_D.htm,RIDEXMON,RIDEXMON - Six month time period
DEMO_D.htm,RIAGENDR,RIAGENDR - Gender
DEMO_D.htm,RIDAGEYR,RIDAGEYR - Age at Screening Adjudicated - Recode
DEMO_D.htm,RIDAGEMN,RIDAGEMN - Age in Months - Recode
DEMO_D.htm,RIDAGEEX,RIDAGEEX - Exam Age in Months - Recode
DEMO_D.htm,RIDRETH1,RIDRETH1 - Race/Ethnicity - Recode
DEMO_D.htm,DMQMILIT,DMQMILIT - Veteran/Military Status
DEMO_D.htm,DMDBORN,DMDBORN - Country of Birth - Recode
DEMO_D.htm,DMDCITZN,DMDCITZN - Citizenship Status
DEMO_D.htm,DMDYRSUS,DMDYRSUS - Length of time in US
DEMO_D.htm,DMDEDUC3,DMDEDUC3 - Education Level - Children/Youth 6-19
DEMO_D.htm,DMDEDUC2,DMDEDUC2 - Education Level - Adults 20+
DEMO_D.htm,DMDSCHOL,DMDSCHOL - Now attending school?
DEMO_D.htm,DMDMARTL,DMDMARTL - Marital Status
DEMO_D.htm,DMDHHSIZ,DMDHHSIZ - Total number of people in the Household
DEMO_D.htm,DMDFMSIZ,DMDFMSIZ - Total number of people in the Family
DEMO_D.htm,INDHHINC,INDHHINC - Annual Household Income
DEMO_D.htm,INDFMINC,INDFMINC - Annual Family Income
DEMO_D.htm,INDFMPIR,INDFMPIR - Family PIR
DEMO_D.htm,RIDEXPRG,RIDEXPRG - Pregnancy Status at Exam - Recode
DEMO_D.htm,DMDHRGND,DMDHRGND - HH Ref Person Gender
DEMO_D.htm,DMDHRAGE,DMDHRAGE - HH Ref Person Age
DEMO_D.htm,DMDHRBRN,DMDHRBRN - HH Ref Person Country of Birth
DEMO_D.htm,DMDHREDU,DMDHREDU - HH Ref Person Education Level
DEMO_D.htm,DMDHRMAR,DMDHRMAR - HH Ref Person Marital Status
DEMO_D.htm,DMDHSEDU,DMDHSEDU - HH Ref Person's Spouse Education Level
DEMO_D.htm,SIALANG,SIALANG - Language of SP Interview
DEMO_D.htm,SIAPROXY,SIAPROXY - Proxy used in SP Interview?
DEMO_D.htm,SIAINTRP,SIAINTRP - Interpreter used in SP Interview?
DEMO_D.htm,FIALANG,FIALANG - Language of Family Interview
DEMO_D.htm,FIAPROXY,FIAPROXY - Proxy used in Family Interview?
DEMO_D.htm,FIAINTRP,FIAINTRP - Interpreter used in Family Interview?
DEMO_D.htm,MIALANG,MIALANG - Language of MEC Interview
DEMO_D.htm,MIAPROXY,MIAPROXY - Proxy used in MEC Interview?
DEMO_D.htm,MIAINTRP,MIAINTRP - Interpreter used in MEC Interview?
DEMO_D.htm,AIALANG,AIALANG - Language of ACASI Interview
DEMO_D.htm,WTINT2YR,WTINT2YR - Full Sample 2 Year Interview Weight
DEMO_D.htm,WTMEC2YR,WTMEC2YR - Full Sample 2 Year MEC Exam Weight
DEMO_D.htm,SDMVPSU,SDMVPSU - Masked Variance Pseudo-PSU
DEMO_D.htm,SDMVSTRA,SDMVSTRA - Masked Variance Pseudo-Stratum
DIQ_D.htm,SEQN,SEQN - Respondent sequence number
DIQ_D.htm,DIQ010,DIQ010 - Doctor told you have diabetes
DIQ_D.htm,DID040,DID040 - Age when first told you had diabetes
DIQ_D.htm,DIQ219,DIQ219 - CHECK ITEM
DIQ_D.htm,DIQ220,DIQ220 - When was your diabetes diagnosed
DIQ_D.htm,DIQ159,DIQ159 - CHECK ITEM
DIQ_D.htm,DIQ160,DIQ160 - Ever told you have prediabetes
DIQ_D.htm,DIQ170,DIQ170 - Ever told have health risk for diabetes
DIQ_D.htm,DIQ180,DIQ180 - Had blood tested past three years
DIQ_D.htm,DIQ190A,DIQ190A - Past yr told control weight
DIQ_D.htm,DIQ190B,DIQ190B - Past yr told increase physical activity
DIQ_D.htm,DIQ190C,DIQ190C - Past yr told reduce fat/calories in diet
DIQ_D.htm,DIQ200A,DIQ200A - Are you controlling weight
DIQ_D.htm,DIQ200B,DIQ200B - Are you increasing physical activity
DIQ_D.htm,DIQ200C,DIQ200C - Are you reducing fat/calories in diet
DIQ_D.htm,DIQ050,DIQ050 - Taking insulin now
DIQ_D.htm,DID060,DID060 - How long taking insulin
DIQ_D.htm,DIQ060U,DIQ060U - Unit of measure (month/year)
DIQ_D.htm,DID065,DID065 - CHECK ITEM
DIQ_D.htm,DID070,DID070 - Take diabetic pills to lower blood sugar
DIQ_D.htm,DID229,DID229 - CHECK ITEM
DIQ_D.htm,DIQ230,DIQ230 - How long ago saw a diabetes specialist
DIQ_D.htm,DIQ240,DIQ240 - Is there one Dr you see for diabetes
DIQ_D.htm,DID250,DID250 - Past year how many times seen doctor
DIQ_D.htm,DID260,DID260 - How often check blood for glucose/sugar
DIQ_D.htm,DIQ260U,DIQ260U - Unit of measure (day/week/month/year)
DIQ_D.htm,DID270,DID270 - Past year times checked for A1C
DIQ_D.htm,DIQ280,DIQ280 - What was your last A1C level
DIQ_D.htm,DIQ290,DIQ290 - What does Dr say A1C should be
DIQ_D.htm,DIQ295,DIQ295 - CHECK ITEM
DIQ_D.htm,DIQ300S,DIQ300S - What was your recent SBP
DIQ_D.htm,DIQ300D,DIQ300D - What was your recent DBP
DIQ_D.htm,DID310S,DID310S - What does Dr say SBP should be
DIQ_D.htm,DID310D,DID310D - What does Dr say DBP should be
DIQ_D.htm,DID320,DID320 - What was most recent LDL number
DIQ_D.htm,DID330,DID330 - What does Dr say LDL should be
DIQ_D.htm,DID340,DID340 - Past year times Dr check feet for sores
DIQ_D.htm,DID350,DID350 - How often do you check your feet
DIQ_D.htm,DIQ350U,DIQ350U - Unit of measure (day/week/month/year)
DIQ_D.htm,DIQ360,DIQ360 - Last time had pupils dilated for exam
DIQ_D.htm,DIQ080,DIQ080 - Diabetes affected eyes/had retinopathy
DPQ_D.htm,SEQN,SEQN - Respondent sequence number
DPQ_D.htm,DPQ001,DPQ001 - CHECK ITEM
DPQ_D.htm,DPQ010,DPQ010 - Little interest in doing things
DPQ_D.htm,DPQ020,"DPQ020 - Feeling down, depressed, or hopeless"
DPQ_D.htm,DPQ030,DPQ030 - Trouble sleeping or sleeping too much
DPQ_D.htm,DPQ040,DPQ040 - Feeling tired or having little energy
DPQ_D.htm,DPQ050,DPQ050 - Poor appetite or overeating
DPQ_D.htm,DPQ060,DPQ060 - Feeling bad about yourself
DPQ_D.htm,DPQ070,DPQ070 - Trouble concentrating on things
DPQ_D.htm,DPQ080,DPQ080 - Moving or speaking slowly or too fast
DPQ_D.htm,DPQ090,DPQ090 - Thought you would be better off dead
DPQ_D.htm,DPQ095,DPQ095 - CHECK ITEM
DPQ_D.htm,DPQ100,DPQ100 - Difficulty these problems have caused
DR1TOT_D.htm,SEQN,SEQN - Respondent sequence number
DR1TOT_D.htm,WTDRD1,WTDRD1 - Dietary day one sample weight
DR1TOT_D.htm,WTDR2D,WTDR2D - Dietary two-day sample weight
DR1TOT_D.htm,DR1DRSTZ,DR1DRSTZ - Dietary recall status
DR1TOT_D.htm,DR1EXMER,DR1EXMER - Interviewer ID code
DR1TOT_D.htm,DRABF,DRABF - Breast-fed infant (either day)
DR1TOT_D.htm,DRDINT,DRDINT - Number of days of intake
DR1TOT_D.htm,DR1DAY,DR1DAY - Intake day of the week
DR1TOT_D.htm,DR1LANG,DR1LANG - Language respondent used mostly
DR1TOT_D.htm,DR1MNRSP,DR1MNRSP - Main respondent for this interview
DR1TOT_D.htm,DR1HELPD,DR1HELPD - Helped in responding for this interview
DR1TOT_D.htm,DBQ095Z,DBQ095Z - Type of table salt used
DR1TOT_D.htm,DBD100,DBD100 - How often add salt to food at table
DR1TOT_D.htm,DRQSPREP,DRQSPREP - Salt used in preparation?
DR1TOT_D.htm,DRQSDIET,DRQSDIET - On special diet?
DR1TOT_D.htm,DRQSDT1,DRQSDT1 - Weight loss/Low cal/Low carb/Hi pro diet
DR1TOT_D.htm,DRQSDT2,DRQSDT2 - Low fat/Low cholesterol diet
DR1TOT_D.htm,DRQSDT3,DRQSDT3 - Low salt/Low sodium diet
DR1TOT_D.htm,DRQSDT4,DRQSDT4 - Sugar free/Low sugar diet
DR1TOT_D.htm,DRQSDT5,DRQSDT5 - Low fiber diet
DR1TOT_D.htm,DRQSDT6,DRQSDT6 - High fiber diet
DR1TOT_D.htm,DRQSDT7,DRQSDT7 - Diabetic diet
DR1TOT_D.htm,DRQSDT8,DRQSDT8 - Weight gain/Muscle building diet
DR1TOT_D.htm,DRQSDT91,DRQSDT91 - Other special diet
DR1TOT_D.htm,DR1TNUMF,DR1TNUMF - Number of foods reported
DR1TOT_D.htm,DR1TKCAL,DR1TKCAL - Energy (kcal)
DR1TOT_D.htm,DR1TPROT,DR1TPROT - Protein (gm)
DR1TOT_D.htm,DR1TCARB,DR1TCARB - Carbohydrate (gm)
DR1TOT_D.htm,DR1TSUGR,DR1TSUGR - Total sugars (gm)
DR1TOT_D.htm,DR1TFIBE,DR1TFIBE - Dietary fiber (gm)
DR1TOT_D.htm,DR1TTFAT,DR1TTFAT - Total fat (gm)
DR1TOT_D.htm,DR1TSFAT,DR1TSFAT - Total saturated fatty acids (gm)
DR1TOT_D.htm,DR1TMFAT,DR1TMFAT - Total monounsaturated fatty acids (gm)
DR1TOT_D.htm,DR1TPFAT,DR1TPFAT - Total polyunsaturated fatty acids (gm)
DR1TOT_D.htm,DR1TCHOL,DR1TCHOL - Cholesterol (mg)
DR1TOT_D.htm,DR1TATOC,DR1TATOC - Vitamin E as alpha-tocopherol (mg)
DR1TOT_D.htm,DR1TATOA,DR1TATOA - Added alpha-tocopherol (Vitamin E) (mg)
DR1TOT_D.htm,DR1TRET,DR1TRET - Retinol (mcg)
DR1TOT_D.htm,DR1TVARA,"DR1TVARA - Vitamin A, RAE (mcg)"
DR1TOT_D.htm,DR1TACAR,DR1TACAR - Alpha-carotene (mcg)
DR1TOT_D.htm,DR1TBCAR,DR1TBCAR - Beta-carotene (mcg)
DR1TOT_D.htm,DR1TCRYP,DR1TCRYP - Beta-cryptoxanthin (mcg)
DR1TOT_D.htm,DR1TLYCO,DR1TLYCO - Lycopene (mcg)
DR1TOT_D.htm,DR1TLZ,DR1TLZ - Lutein + zeaxanthin (mcg)
DR1TOT_D.htm,DR1TVB1,DR1TVB1 - Thiamin (Vitamin B1) (mg)
DR1TOT_D.htm,DR1TVB2,DR1TVB2 - Riboflavin (Vitamin B2) (mg)
DR1TOT_D.htm,DR1TNIAC,DR1TNIAC - Niacin (mg)
DR1TOT_D.htm,DR1TVB6,DR1TVB6 - Vitamin B6 (mg)
DR1TOT_D.htm,DR1TFOLA,DR1TFOLA - Total folate (mcg)
DR1TOT_D.htm,DR1TFA,DR1TFA - Folic acid (mcg)
DR1TOT_D.htm,DR1TFF,DR1TFF - Food folate (mcg)
DR1TOT_D.htm,DR1TFDFE,"DR1TFDFE - Folate, DFE (mcg)"
DR1TOT_D.htm,DR1TCHL,DR1TCHL - Total choline (mg)
DR1TOT_D.htm,DR1TVB12,DR1TVB12 - Vitamin B12 (mcg)
DR1TOT_D.htm,DR1TB12A,DR1TB12A - Added vitamin B12 (mcg)
DR1TOT_D.htm,DR1TVC,DR1TVC - Vitamin C (mg)
DR1TOT_D.htm,DR1TVK,DR1TVK - Vitamin K (mcg)
DR1TOT_D.htm,DR1TCALC,DR1TCALC - Calcium (mg)
DR1TOT_D.htm,DR1TPHOS,DR1TPHOS - Phosphorus (mg)
DR1TOT_D.htm,DR1TMAGN,DR1TMAGN - Magnesium (mg)
DR1TOT_D.htm,DR1TIRON,DR1TIRON - Iron (mg)
DR1TOT_D.htm,DR1TZINC,DR1TZINC - Zinc (mg)
DR1TOT_D.htm,DR1TCOPP,DR1TCOPP - Copper (mg)
DR1TOT_D.htm,DR1TSODI,DR1TSODI - Sodium (mg)
DR1TOT_D.htm,DR1TPOTA,DR1TPOTA - Potassium (mg)
DR1TOT_D.htm,DR1TSELE,DR1TSELE - Selenium (mcg)
DR1TOT_D.htm,DR1TCAFF,DR1TCAFF - Caffeine (mg)
DR1TOT_D.htm,DR1TTHEO,DR1TTHEO - Theobromine (mg)
DR1TOT_D.htm,DR1TALCO,DR1TALCO - Alcohol (gm)
