File,Variable,Description
BIX_C.htm,BIXS273K,BIXS273K - Resistance (Ohms) @ 273 KHz
BIX_C.htm,BIXS304K,BIXS304K - Resistance (Ohms) @ 304 KHz
BIX_C.htm,BIXS339K,BIXS339K - Resistance (Ohms) @ 339 KHz
BIX_C.htm,BIXS378K,BIXS378K - Resistance (Ohms) @ 378 KHz
BIX_C.htm,BIXS421K,BIXS421K - Resistance (Ohms) @ 421 KHz
BIX_C.htm,BIXS469K,BIXS469K - Resistance (Ohms) @ 469 KHz
BIX_C.htm,BIXS500K,BIXS500K - Resistance (Ohms) @ 500 KHz
BIX_C.htm,BIXS582K,BIXS582K - Resistance (Ohms) @ 582 KHz
BIX_C.htm,BIXS649K,BIXS649K - Resistance (Ohms) @  649 KHz
BIX_C.htm,BIXS723K,BIXS723K - Resistance (Ohms) @ 723 KHz
BIX_C.htm,BIXS806K,BIXS806K - Resistance (Ohms) @ 806 KHz
BIX_C.htm,BIXS898K,BIXS898K - Resistance (Ohms) @ 898 KHz
BIX_C.htm,BIXS1M,BIXS1M - Resistance (Ohms) @ 1 MHz
BIX_C.htm,BIXC005K,BIXC005K - Reactance (Ohms) @ 5 KHz
BIX_C.htm,BIXC006K,BIXC006K - Reactance (Ohms) @ 6 KHz
BIX_C.htm,BIXC007K,BIXC007K - Reactance (Ohms) @ 7 KHz
BIX_C.htm,BIXC008K,BIXC008K - Reactance (Ohms) @ 8 KHz
BIX_C.htm,BIXC009K,BIXC009K - Reactance (Ohms) @ 9 KHz
BIX_C.htm,BIXC010K,BIXC010K - Reactance (Ohms) @ 10 KHz
BIX_C.htm,BIXC011K,BIXC011K - Reactance (Ohms) @ 11 KHz
BIX_C.htm,BIXC012K,BIXC012K - Reactance (Ohms) @ 12 KHz
BIX_C.htm,BIXC013K,BIXC013K - Reactance (Ohms) @ 13 KHz
BIX_C.htm,BIXC014K,BIXC014K - Reactance (Ohms) @ 14 KHz
BIX_C.htm,BIXC015K,BIXC015K - Reactance (Ohms) @ 15 KHz
BIX_C.htm,BIXC016K,BIXC016K - Reactance (Ohms) @ 16 KHz
BIX_C.htm,BIXC018K,BIXC018K - Reactance (Ohms) @ 18 KHz
BIX_C.htm,BIXC020K,BIXC020K - Reactance (Ohms) @ 20 KHz
BIX_C.htm,BIXC023K,BIXC023K - Reactance (Ohms) @ 23 KHz
BIX_C.htm,BIXC025K,BIXC025K - Reactance (Ohms) @ 25 KHz
BIX_C.htm,BIXC028K,BIXC028K - Reactance (Ohms) @ 28 KHz
BIX_C.htm,BIXC031K,BIXC031K - Reactance (Ohms) @ 31 KHz
BIX_C.htm,BIXC035K,BIXC035K - Reactance (Ohms) @ 35 KHz
BIX_C.htm,BIXC039K,BIXC039K - Reactance (Ohms) @ 39 KHz
BIX_C.htm,BIXC043K,BIXC043K - Reactance (Ohms) @ 43 KHz
BIX_C.htm,BIXC050K,BIXC050K - Reactance (Ohms) @ 50 KHz
BIX_C.htm,BIXC054K,BIXC054K - Reactance (Ohms) @ 54 KHz
BIX_C.htm,BIXC060K,BIXC060K - Reactance (Ohms) @ 60 KHz
BIX_C.htm,BIXC067K,BIXC067K - Reactance (Ohms) @ 67 KHz
BIX_C.htm,BIXC075K,BIXC075K - Reactance (Ohms) @ 75 KHz
BIX_C.htm,BIXC083K,BIXC083K - Reactance (Ohms) @ 83 KHz
BIX_C.htm,BIXC093K,BIXC093K - Reactance (Ohms) @ 93 KHz
BIX_C.htm,BIXC100K,BIXC100K - Reactance (Ohms) @ 100 KHz
BIX_C.htm,BIXC115K,BIXC115K - Reactance (Ohms) @ 115 KHz
BIX_C.htm,BIXC128K,BIXC128K - Reactance (Ohms) @ 128 KHz
BIX_C.htm,BIXC143K,BIXC143K - Reactance (Ohms) @ 143 KHz
BIX_C.htm,BIXC159K,BIXC159K - Reactance (Ohms) @ 159 KHz
BIX_C.htm,BIXC177K,BIXC177K - Reactance (Ohms) @ 177 KHz
BIX_C.htm,BIXC200K,BIXC200K - Reactance (Ohms) @ 200 KHz
BIX_C.htm,BIXC220K,BIXC220K - Reactance (Ohms) @ 220 KHz
BIX_C.htm,BIXC245K,BIXC245K - Reactance (Ohms) @ 245 KHz
BIX_C.htm,BIXC273K,BIXC273K - Reactance (Ohms) @ 273 KHz
BIX_C.htm,BIXC304K,BIXC304K - Reactance (Ohms) @ 304 KHz
BIX_C.htm,BIXC339K,BIXC339K - Reactance (Ohms) @ 339 KHz
BIX_C.htm,BIXC378K,BIXC378K - Reactance (Ohms) @ 378 KHz
BIX_C.htm,BIXC421K,BIXC421K - Reactance (Ohms) @ 421 KHz
BIX_C.htm,BIXC469K,BIXC469K - Reactance (Ohms) @ 469 KHz
BIX_C.htm,BIXC500K,BIXC500K - Reactance (Ohms) @ 500 KHz
BIX_C.htm,BIXC582K,BIXC582K - Reactance (Ohms) @ 582 KHz
BIX_C.htm,BIXC649K,BIXC649K - Reactance (Ohms) @ 649 KHz
BIX_C.htm,BIXC723K,BIXC723K - Reactance (Ohms) @ 723 KHz
BIX_C.htm,BIXC806K,BIXC806K - Reactance (Ohms) @ 806 KHz
BIX_C.htm,BIXC898K,BIXC898K - Reactance (Ohms) @ 898 KHz
BIX_C.htm,BIXC1M,BIXC1M - Reactance (Ohms) @ 1 MHz
BMX_C.htm,SEQN,SEQN - Respondent sequence number
BMX_C.htm,BMDSTATS,BMDSTATS - Body Measures Component Status Code
BMX_C.htm,BMDRECUF,BMDRECUF - Height-Length difference flagged
BMX_C.htm,BMDSUBF,BMDSUBF - Unusual value noted during data review
BMX_C.htm,BMDTHICF,BMDTHICF - Unusual value noted during data review
BMX_C.htm,BMDLEGF,BMDLEGF - Unusual value noted during data review
BMX_C.htm,BMDARMLF,BMDARMLF - Unusual value noted during data review
BMX_C.htm,BMDCALFF,BMDCALFF - Unusual value noted during data review
BMX_C.htm,BMXWT,BMXWT - Weight (kg)
BMX_C.htm,BMIWT,BMIWT - Weight Comment
BMX_C.htm,BMXRECUM,BMXRECUM - Recumbent Length (cm)
BMX_C.htm,BMIRECUM,BMIRECUM - Recumbent Length Comment
BMX_C.htm,BMXHEAD,BMXHEAD - Head Circumference (cm)
BMX_C.htm,BMIHEAD,BMIHEAD - Head Circumference Comment
BMX_C.htm,BMXHT,BMXHT - Standing Height (cm)
BMX_C.htm,BMIHT,BMIHT - Standing Height Comment
BMX_C.htm,BMXBMI,BMXBMI - Body Mass Index (kg/m**2)
BMX_C.htm,BMXLEG,BMXLEG - Upper Leg Length (cm)
BMX_C.htm,BMILEG,BMILEG - Upper Leg Length Comment
BMX_C.htm,BMXCALF,BMXCALF - Maximal Calf Circumference (cm)
BMX_C.htm,BMICALF,BMICALF - Maximal Calf Comment
BMX_C.htm,BMXARML,BMXARML - Upper Arm Length (cm)
BMX_C.htm,BMIARML,BMIARML - Upper Arm Length Comment
BMX_C.htm,BMXARMC,BMXARMC - Arm Circumference (cm)
BMX_C.htm,BMIARMC,BMIARMC - Arm Circumference Comment
BMX_C.htm,BMXWAIST,BMXWAIST - Waist Circumference (cm)
BMX_C.htm,BMIWAIST,BMIWAIST - Waist Circumference Comment
BMX_C.htm,BMXTHICR,BMXTHICR - Thigh Circumference (cm)
BMX_C.htm,BMITHICR,BMITHICR - Thigh Circumference Comment
BMX_C.htm,BMXTRI,BMXTRI - Triceps Skinfold (mm)
BMX_C.htm,BMITRI,BMITRI - Triceps Skinfold Comment
BMX_C.htm,BMXSUB,BMXSUB - Subscapular Skinfold (mm)
BMX_C.htm,BMISUB,BMISUB - Subscapular Skinfold Comment
BPQ_C.htm,SEQN,SEQN - Respondent sequence number
BPQ_C.htm,BPQ010,BPQ010 - Last blood pressure reading by doctor
BPQ_C.htm,BPQ020,BPQ020 - Ever told you had high blood pressure
BPQ_C.htm,BPQ030,BPQ030 - Told had high blood pressure - 2+ times
BPQ_C.htm,BPQ040A,BPQ040A - Taking prescription for hypertension
BPQ_C.htm,BPQ040B,BPQ040B - Told to control weight for hypertension
BPQ_C.htm,BPQ040C,BPQ040C - Told to reduce sodium for hypertension
BPQ_C.htm,BPQ040D,BPQ040D - Told to exercise more for hypertension
BPQ_C.htm,BPQ040E,BPQ040E - Told to reduce alcohol for hypertension
BPQ_C.htm,BPQ040F,BPQ040F - Told to do other things for hypertension
BPQ_C.htm,BPQ042,BPQ042 - CHECK ITEM
BPQ_C.htm,BPQ043A,BPQ043A - Told to stop smoking for hypertension
BPQ_C.htm,BPQ043B,BPQ043B - Told to increase potassium for hyprtnsn
BPQ_C.htm,BPQ043C,BPQ043C - Told of other diet changes for hyprtnsn
BPQ_C.htm,BPQ043D,BPQ043D - Told to do other things for hyprtnsn
BPQ_C.htm,BPQ045,BPQ045 - CHECK ITEM
BPQ_C.htm,BPQ050A,BPQ050A - Now taking prescribed medicine
BPQ_C.htm,BPQ050B,BPQ050B - Now controlling weight
BPQ_C.htm,BPQ050C,BPQ050C - Now reducing salt/sodium
BPQ_C.htm,BPQ050D,BPQ050D - Now exercising more
BPQ_C.htm,BPQ050E,BPQ050E - Now reducing alcohol consumption
BPQ_C.htm,BPQ055,BPQ055 - CHECK ITEM
BPQ_C.htm,BPQ060,BPQ060 - Ever had blood cholesterol checked
BPQ_C.htm,BPQ070,BPQ070 - When blood cholesterol last checked
BPQ_C.htm,BPQ080,BPQ080 - Doctor told you - high cholesterol level
BPQ_C.htm,BPQ090A,BPQ090A - Told to eat less fat for cholesterol
BPQ_C.htm,BPQ090B,BPQ090B - Told to reduce weight for cholesterol
BPQ_C.htm,BPQ090C,BPQ090C - Told to exercise more for cholesterol
BPQ_C.htm,BPQ090D,BPQ090D - Told to take prescriptn for cholesterol
BPQ_C.htm,BPQ095,BPQ095 - CHECK ITEM
BPQ_C.htm,BPQ100A,BPQ100A - Now eating fewer high fat foods
BPQ_C.htm,BPQ100B,BPQ100B - Now controlling weight
BPQ_C.htm,BPQ100C,BPQ100C - Now increasing exercise
BPQ_C.htm,BPQ100D,BPQ100D - Now taking prescribed medicine
BPQ_C.htm,BPD110A,BPD110A - Eating fewer high fat foods on own
BPQ_C.htm,BPD110B,BPD110B - Controlling weight on own
BPQ_C.htm,BPD110C,BPD110C - Increasing exercise on own
BPQ_C.htm,BPQ115,BPQ115 - CHECK ITEM
BPQ_C.htm,BPQ117,BPQ117 - CHECK ITEM
BPQ_C.htm,BPD120,BPD120 - Eating fewer high fat foods on own
BPQ_C.htm,BPQ125,BPQ125 - CHECK ITEM
BPQ_C.htm,BPD130,BPD130 - Controlling weight on own
BPQ_C.htm,BPQ135,BPQ135 - CHECK ITEM
BPQ_C.htm,BPD140,BPD140 - Increasing exercise on own
BPX_C.htm,SEQN,SEQN - Respondent sequence number
BPX_C.htm,PEASCST1,PEASCST1 - Blood Pressure Status
BPX_C.htm,PEASCTM1,PEASCTM1 - Blood Pressure Time in Seconds
BPX_C.htm,PEASCCT1,PEASCCT1 - Blood Pressure Comment
BPX_C.htm,BPXCHR,BPXCHR - 60 sec HR (30 sec HR * 2)
BPX_C.htm,BPQ150A,BPQ150A - Had food in the past 30 minutes?
BPX_C.htm,BPQ150B,BPQ150B - Had alcohol in the past 30 minutes?
BPX_C.htm,BPQ150C,BPQ150C - Had coffee in the past 30 minutes?
BPX_C.htm,BPQ150D,BPQ150D - Had cigarettes in the past 30 minutes?
BPX_C.htm,BPAARM,BPAARM - Arm selected:
BPX_C.htm,BPACSZ,BPACSZ - Coded cuff size
BPX_C.htm,BPXPLS,BPXPLS - 60 sec. pulse (30 sec. pulse * 2):
BPX_C.htm,BPXDB,BPXDB - # of dropped beats in 30 seconds
BPX_C.htm,BPXPULS,BPXPULS - Pulse regular or irregular?
BPX_C.htm,BPXPTY,BPXPTY - Pulse type:
BPX_C.htm,BPXML1,BPXML1 - MIL: maximum inflation levels (mm Hg)
BPX_C.htm,BPXSY1,BPXSY1 - Systolic:  Blood pres (1st rdg) mm Hg
BPX_C.htm,BPXDI1,BPXDI1 - Diastolic:  Blood pres (1st rdg) mm Hg
BPX_C.htm,BPAEN1,BPAEN1 - Enhancement used first reading
BPX_C.htm,BPXSY2,BPXSY2 - Systolic:  Blood pres (2nd rdg) mm Hg
BPX_C.htm,BPXDI2,BPXDI2 - Diastolic: Blood pres (2nd rdg) mm Hg
BPX_C.htm,BPAEN2,BPAEN2 - Enhancement used second reading
BPX_C.htm,BPXSY3,BPXSY3 - Systolic:  Blood pres (3rd rdg) mm Hg
BPX_C.htm,BPXDI3,BPXDI3 - Diastolic: Blood pres (3rd rdg) mm Hg
BPX_C.htm,BPAEN3,BPAEN3 - Enhancement used third reading
BPX_C.htm,BPXSY4,BPXSY4 - Systolic: Blood pres (4th rdg) mm Hg
BPX_C.htm,BPXDI4,BPXDI4 - Diastolic:  Blood pres (4th rdg) mm Hg
BPX_C.htm,BPAEN4,BPAEN4 - Enhancement used fourth reading
CDQ_C.htm,SEQN,SEQN - Respondent sequence number
CDQ_C.htm,CDQ001,CDQ001 - SP ever had pain or discomfort in chest
CDQ_C.htm,CDQ002,CDQ002 - SP get it walking uphill or in a hurry
CDQ_C.htm,CDQ003,CDQ003 - During an ordinary pace on level ground
CDQ_C.htm,CDQ003A,CDQ003A - CHECK ITEM
CDQ_C.htm,CDQ004,CDQ004 - If so does SP continue or slow down
CDQ_C.htm,CDQ005,CDQ005 - Does standing relieve pain/discomfort
CDQ_C.htm,CDQ006,CDQ006 - How soon is the pain relieved
CDQ_C.htm,CDQ009A,CDQ009A - Pain in right arm
CDQ_C.htm,CDQ009B,CDQ009B - Pain in right chest
CDQ_C.htm,CDQ009C,CDQ009C - Pain in neck
CDQ_C.htm,CDQ009D,CDQ009D - Pain in upper sternum
CDQ_C.htm,CDQ009E,CDQ009E - Pain in lower sternum
CDQ_C.htm,CDQ009F,CDQ009F - Pain in left chest
CDQ_C.htm,CDQ009G,CDQ009G - Pain in left arm
CDQ_C.htm,CDQ009H,CDQ009H - Pain in epigastric area
CDQ_C.htm,CDQ008,CDQ008 - Severe pain in chest more than half hour
CDQ_C.htm,CDQ010,CDQ010 - Shortness of breath on stairs/inclines
CIQDEP_C.htm,SEQN,SEQN - Respondent sequence number
CIQDEP_C.htm,WTSCI2YR,WTSCI2YR - CIDI Subsample 2 year MEC Weight
CIQDEP_C.htm,CIAORDER,CIAORDER - Order in which CIDI modules are asked
CIQDEP_C.htm,CIQD001,"CIQD001 - Two weeks sad, empty, depressed?"
CIQDEP_C.htm,CIQD002,"CIQD002 - Sad, empty, depressed (SED) frequency"
CIQDEP_C.htm,CIQD003,CIQD003 - SED duration
CIQDEP_C.htm,CIQD004,"CIQD004 - When SED, also other problems?"
CIQDEP_C.htm,CIQD005,"CIQD005 - When SED, did you lack energy?"
CIQDEP_C.htm,CIQD006,"CIQD006 - When SED, did you lose interest?"
CIQDEP_C.htm,CIQD007,"CIQD007 - When SED, were you irritable or grouchy?"
CIQDEP_C.htm,CIQD008,CIQD008 - Past 12 mos. 2 weeks lost interest?
CIQDEP_C.htm,CIQD009,CIQD009 - Loss of interest frequency
CIQDEP_C.htm,CIQD010,CIQD010 - Loss of interest duration
CIQDEP_C.htm,CIQD011,"CIQD011 - When lost interest, also other problems?"
CIQDEP_C.htm,CIQD012,"CIQD012 - When lost interest, did you lack energy?"
CIQDEP_C.htm,CIQD013,"CIQD013 - When lost interest, irritable/grouchy?"
CIQDEP_C.htm,CIQD014,CIQD014 - Two weeks irritable most of the time?
CIQDEP_C.htm,CIQD015,CIQD015 - Irritable frequency
CIQDEP_C.htm,CIQD016,CIQD016 - Irritable duration
CIQDEP_C.htm,CIQD017,"CIQD017 - When irritable, also other problems?"
CIQDEP_C.htm,CIQD018,"CIQD018 - When irritable, did you lack energy?"
CIQDEP_C.htm,CIQD019,CIQD019 - Did you have less appetite?
CIQDEP_C.htm,CIQD020,CIQD020 - Did you lose weight?
CIQDEP_C.htm,CIQD020Z,CIQD020Z - CHECK ITEM
CIQDEP_C.htm,CIQD021,CIQD021 - Amount of weight lost
CIQDEP_C.htm,CIQD021Z,CIQD021Z - CHECK ITEM
CIQDEP_C.htm,CIQD022,CIQD022 - Did you have a larger appetite?
CIQDEP_C.htm,CIQD023,CIQD023 - Did you gain weight?
CIQDEP_C.htm,CIQD024,CIQD024 - Amount of weight gained
CIQDEP_C.htm,CIQD025,"CIQD025 - During 2 weeks, trouble sleep?"
CIQDEP_C.htm,CIQD026,CIQD026 - Frequency trouble sleeping
CIQDEP_C.htm,CIQD027,CIQD027 - Did you wake up 2 hours early?
CIQDEP_C.htm,CIQD028,CIQD028 - Did you sleep too much?
CIQDEP_C.htm,CIQD029,"CIQD029 - Felt bad first woke, better later?"
CIQDEP_C.htm,CIQD030,CIQD030 - Was interest in sex less than usual?
CIQDEP_C.htm,CIQD031,CIQD031 - Lose ability to enjoy good things?
CIQDEP_C.htm,CIQD032,CIQD032 - Did you talk or move more slowly?
CIQDEP_C.htm,CIQD033,CIQD033 - Did anyone notice...more slowly?
CIQDEP_C.htm,CIQD034,CIQD034 - Did you have to move all the time?
CIQDEP_C.htm,CIQD035,CIQD035 - Did anyone notice moving all the time?
CIQDEP_C.htm,CIQD036,CIQD036 - Did you feel worthless nearly every day?
CIQDEP_C.htm,CIQD037,CIQD037 - Did you feel guilty?
CIQDEP_C.htm,CIQD037Z,CIQD037Z - CHECK ITEM
CIQDEP_C.htm,CIQD038,CIQD038 - Was there reason worthless or guilty?
CIQDEP_C.htm,CIQD040,CIQD040 - Was R worthless/guilty about depression?
CIQDEP_C.htm,CIQD041,CIQD041 - Did you feel not as good as others?
CIQDEP_C.htm,CIQD042,CIQD042 - Did you have so little confidence...?
CIQDEP_C.htm,CIQD043,CIQD043 - Did you have...trouble concentrating?
CIQDEP_C.htm,CIQD044,CIQD044 - Unable to read...couldn't pay attention?
CIQDEP_C.htm,CIQD045,CIQD045 - Did thoughts come slower...?
CIQDEP_C.htm,CIQD046,CIQD046 - Were you unable to make up your mind...?
CIQDEP_C.htm,CIQD047,CIQD047 - Did you think a lot about death?
CIQDEP_C.htm,CIQD048,CIQD048 - Did you think about committing suicide?
CIQDEP_C.htm,CIQD049,CIQD049 - Did you make a suicide plan?
CIQDEP_C.htm,CIQD050,CIQD050 - Did you attempt suicide?
CIQDEP_C.htm,CIQD050Z,CIQD050Z - CHECK ITEM
CIQDEP_C.htm,CIQD051,CIQD051 - No. weeks SED... past 12 mos?
CIQDEP_C.htm,CIQD051Z,CIQD051Z - CHECK ITEM
CIQDEP_C.htm,CIQD052,CIQD052 - Was it 1 period or 2 or more?
CIQDEP_C.htm,CIQD053,CIQD053 - Was it one period or two or more?
CIQDEP_C.htm,CIQD054,CIQD054 - Is the period still going on or ended?
CIQDEP_C.htm,CIQD054Z,CIQD054Z - CHECK ITEM
CIQDEP_C.htm,CIQD055,CIQD055 - How long has period been going on?
CIQDEP_C.htm,CIQD055Z,CIQD055Z - CHECK ITEM
CIQDEP_C.htm,CIQD056,CIQD056 - When did it end -- past month or more?
CIQDEP_C.htm,CIQD057,"CIQD057 - Ended past month, 6 months, more than 6?"
CIQDEP_C.htm,CIQD058,CIQD058 - How long period before it ended?
CIQDEP_C.htm,CIQD059,CIQD059 - Did period begin after someone died?
CIQDEP_C.htm,CIQD060,CIQD060 - Who was it that died?
CIQDEP_C.htm,CIQD061,CIQD061 - Did period begin w_in month of baby?
CIQDEP_C.htm,CIQD062,CIQD062 - Did anything else happen before period?
CIQDEP_C.htm,CIQD064,CIQD064 - How many periods?
CIQDEP_C.htm,CIQD064Z,CIQD064Z - CHECK ITEM
CIQDEP_C.htm,CIQD065,CIQD065 - Number of weeks before end?
CIQDEP_C.htm,CIQD066,CIQD066 - Did 1st per begin after someone died?
CIQDEP_C.htm,CIQD067,CIQD067 - Who was it that died?
CIQDEP_C.htm,CIQD068,CIQD068 - Did period begin w_in month of baby?
CIQDEP_C.htm,CIQD069,CIQD069 - Did anything else happen before period?
CIQDEP_C.htm,CIQD071,CIQD071 - How long between two periods?
CIQDEP_C.htm,CIQD071Z,CIQD071Z - CHECK ITEM
CIQDEP_C.htm,CIQD072,CIQD072 - Did you feel ok two months between?
CIQDEP_C.htm,CIQD073,CIQD073 - Did you have two mos. enjoy...?
CIQDEP_C.htm,CIQD074,CIQD074 - Is second period going on or ended?
CIQDEP_C.htm,CIQD075,CIQD075 - How long went on before ended?
CIQDEP_C.htm,CIQD075Z,CIQD075Z - CHECK ITEM
CIQDEP_C.htm,CIQD076,CIQD076 - Did it end past mos. or more than month?
CIQDEP_C.htm,CIQD077,"CIQD077 - Did it end past mos, past 6 mos or more?"
CIQDEP_C.htm,CIQD078,CIQD078 - Did 2nd period begin after someone died?
CIQDEP_C.htm,CIQD079,CIQD079 - Who was it that died?
CIQDEP_C.htm,CIQD080,CIQD080 - Did 2nd period begin w_in a mon of baby?
CIQDEP_C.htm,CIQD081,CIQD081 - Anything else happen before 2nd period?
CIQDEP_C.htm,CIQD083,CIQD083 - What is longest  no weeks felt that way?
CIQDEP_C.htm,CIQD084,CIQD084 - Is most recent of 4 periods on or ended?
CIQDEP_C.htm,CIQD085Z,CIQD085Z - CHECK ITEM
CIQDEP_C.htm,CIQD085,CIQD085 - Ended past mos. or more than month?
CIQDEP_C.htm,CIQD086,"CIQD086 - Ended past mos, six months or more?"
CIQDEP_C.htm,CIQD087,"CIQD087 - In between 4 periods, ok for 2 months?"
CIQDEP_C.htm,CIQD088,"CIQD088 - Between periods, 2 months activities?"
CIQDEP_C.htm,CIQD089,CIQD089 - Did 4 periods occur after someone died?
CIQDEP_C.htm,CIQD090,CIQD090 - Who was it that died?
CIQDEP_C.htm,CIQD091,CIQD091 - Were all 4 periods after the death?
CIQDEP_C.htm,CIQD092,CIQD092 - Did periods occur w_in mos. of baby?
CIQDEP_C.htm,CIQD093,CIQD093 - Anything else happen before periods?
CIQDEP_C.htm,CIQD095,CIQD095 - SED interfere with daily life?
CIQDEP_C.htm,CIQD096,CIQD096 - No. days totally unable work
CIQDEP_C.htm,CIQD096Z,CIQD096Z - CHECK ITEM
CIQDEP_C.htm,CIQD097,CIQD097 - Did day occur past 4 weeks?
CIQDEP_C.htm,CIQD098,CIQD098 - No. days totally past 4 weeks
CIQDEP_C.htm,CIQD099,CIQD099 - No. days cutback amount/quality
CIQDEP_C.htm,CIQD099Z,CIQD099Z - CHECK ITEM
CIQDEP_C.htm,CIQD100,CIQD100 - Describe quantity/quality cutback
CIQDEP_C.htm,CIQD100Z,CIQD100Z - CHECK ITEM
CIQDEP_C.htm,CIQD101,CIQD101 - Did cutback occur past 4 weeks?
CIQDEP_C.htm,CIQD102,CIQD102 - No. days cutback past 4 weeks
CIQDEP_C.htm,CIQD103,CIQD103 - No. days extreme effort to work
CIQDEP_C.htm,CIQD103Z,CIQD103Z - CHECK ITEM
